,years,crop_type,geometry
1119,2021,3,"POLYGON ((766601.2477762565 1678745.0852578778, 766667.8900918437 1678813.3745089145, 766767.6374461218 1678854.2512969694, 766784.6493852456 1678776.3933427352, 766809.0538013927 1678644.0389265001, 766812.8533841914 1678612.4187977773, 766759.7841889951 1678598.752778311, 766633.9534059952 1678553.8162578507, 766624.2757326167 1678591.790927555, 766601.2477762565 1678745.0852578778))"
1120,2021,3,"POLYGON ((759512.6751009185 1669932.5065506627, 759576.487791775 1669949.2592891597, 759603.1652685064 1669831.430821427, 759619.404924296 1669714.0412530785, 759555.4214541967 1669712.7852119908, 759512.6751009185 1669932.5065506627))"
1121,2021,1,"POLYGON ((773543.1821363855 1673369.3137228761, 773821.7071053926 1673354.0555721624, 773806.201989925 1673299.9570644842, 773538.8293893856 1673327.3020866816, 773543.1821363855 1673369.3137228761))"
1122,2021,3,"POLYGON ((768403.7369377897 1669120.3025526197, 768446.1052143204 1669036.200174522, 768239.4703080743 1668940.9695553728, 768220.002672641 1669035.6279786872, 768314.2280112614 1669064.4850803104, 768403.7369377897 1669120.3025526197))"
1123,2021,2,"POLYGON ((773525.9834170399 1682947.4814658873, 773542.1970126352 1682986.0891921, 773593.7858592418 1682959.78696471, 773640.874254702 1682932.2144319671, 773648.4709782128 1682916.9134897674, 773637.7831978626 1682902.2849105585, 773557.2173224641 1682933.45268342, 773525.9834170399 1682947.4814658873))"
1124,2021,3,"POLYGON ((773567.3102853679 1670646.327769835, 773657.8905598696 1670617.5941830988, 773640.3912216823 1670558.933866064, 773694.7459482278 1670546.7203538287, 773685.7853831516 1670493.8053728142, 773530.6157809796 1670545.3735862991, 773567.3102853679 1670646.327769835))"
1125,2021,3,"POLYGON ((774301.3398293164 1670970.5986608653, 774563.3302072968 1671010.8425424923, 774548.0621339878 1670889.9846134046, 774531.6300271319 1670887.8007844472, 774541.1600237776 1670835.9857018257, 774413.093928372 1670804.383237416, 774385.9305979061 1670864.8508104614, 774352.397917211 1670890.2582106346, 774301.3398293164 1670970.5986608653))"
1126,2021,2,"POLYGON ((774207.540320989 1670260.1754235795, 774221.0662208869 1670176.1087569762, 774139.14171901 1670171.682001411, 774132.919902977 1670263.4672543865, 774207.540320989 1670260.1754235795))"
1127,2021,1,"POLYGON ((774373.3047306347 1670673.8299944354, 774420.1086133805 1670487.4850447187, 774278.0485711482 1670484.396569618, 774226.8314606021 1670494.9844922493, 774187.5251662806 1670628.6051558193, 774373.3047306347 1670673.8299944354))"
1128,2021,1,"POLYGON ((773890.0982444307 1670953.9809754838, 773922.3750493462 1670944.0586357329, 773883.9997852874 1670811.9729980633, 773850.0544061194 1670826.6368430834, 773890.0982444307 1670953.9809754838))"
1129,2021,2,"POLYGON ((773949.5271056893 1671088.5251337576, 773890.0982444307 1670953.9809754838, 773826.3640766265 1670977.378165833, 773865.475092522 1671073.8218550559, 773949.5271056893 1671088.5251337576))"
1130,2021,3,"POLYGON ((773774.0440242391 1671073.979960729, 773807.4407997748 1671171.575198146, 773894.6860884 1671170.5937438111, 773885.5236832222 1671088.7794477418, 773825.1992508167 1671068.5942145034, 773774.0440242391 1671073.979960729))"
1131,2021,4,"POLYGON ((759906.0667983734 1674869.4984422126, 759907.4084301116 1674874.6056665955, 760007.2807127014 1674886.8885593934, 759980.7939302471 1674753.4182217887, 759885.9639870679 1674771.4135824428, 759906.0667983734 1674869.4984422126))"
1132,2021,2,"POLYGON ((767347.0142409483 1687241.6938647414, 767457.5116043361 1687260.22839396, 767504.0728007923 1687117.499581693, 767513.3951089766 1687110.6313517068, 767500.4884459398 1687026.7854434722, 767585.8730019014 1687023.2229420864, 767616.1337719625 1686999.4339236785, 767616.3959495681 1686976.5195188536, 767376.9396595298 1686946.3244456374, 767355.4219905434 1687004.534364733, 767346.6669448498 1687065.2151198743, 767347.0142409483 1687241.6938647414))"
1133,2021,3,"POLYGON ((773531.6127556178 1669194.7713183824, 773570.7687311448 1669008.7799941825, 773470.0963279882 1668979.4942896625, 773432.9030248106 1669200.4942709112, 773531.6127556178 1669194.7713183824))"
1134,2021,1,"POLYGON ((771835.681588274 1671052.7031443773, 771810.6541852425 1671040.3473607174, 771799.5531012152 1671051.623164894, 771801.0119057482 1671102.4576100146, 771746.097381282 1671144.8935188737, 771736.4869844359 1671222.9469209677, 771867.0823409732 1671174.8497944544, 771835.681588274 1671052.7031443773))"
1135,2021,1,"POLYGON ((772466.0440826006 1671496.2905140754, 772601.3013635976 1671482.35128595, 772595.2768137276 1671454.4924023768, 772520.6442556264 1671443.8882500648, 772498.4765614613 1671388.8288242798, 772480.1138555203 1671376.8812462827, 772466.0440826006 1671496.2905140754))"
1136,2021,1,"POLYGON ((771996.8727770093 1670879.0767962702, 772007.0394399986 1670892.922377509, 772021.7634390277 1670893.9776103434, 772036.4211583958 1670900.7892188977, 772052.7222209473 1670895.662644387, 772055.9951931359 1670929.0252602655, 772181.857027438 1670909.2178090536, 772185.4142236656 1670889.8838138245, 772217.8260178531 1670886.8250945576, 772266.3168020904 1670832.580311165, 772268.2864242174 1670783.003044144, 772108.3247239981 1670812.2709768193, 771996.8727770093 1670879.0767962702))"
1137,2021,1,"POLYGON ((773730.5961526053 1669494.3438095595, 773735.6842793764 1669528.7244369683, 773883.4442483694 1669495.2278926545, 774072.484810858 1669464.0927606095, 774067.364193535 1669413.9900021662, 774053.5355121372 1669409.843984037, 774029.0335979294 1669379.8883046382, 773730.5961526053 1669494.3438095595))"
1138,2021,1,"POLYGON ((772361.4997202207 1671486.5596464705, 772293.2406037953 1671473.5939964561, 772285.3321745165 1671581.1171086007, 772356.5789703652 1671586.810098015, 772361.4997202207 1671486.5596464705))"
1139,2021,1,"POLYGON ((772231.9469149383 1670380.0276616013, 772219.9677732453 1670327.4111862653, 771980.0341695665 1670342.1416911816, 771988.2054673827 1670407.889092419, 772231.9469149383 1670380.0276616013))"
1140,2021,1,"POLYGON ((774561.9103011123 1671604.9285944356, 774567.1651759378 1671448.9906779598, 774536.9465803141 1671272.6008367054, 774485.8901708429 1671297.2507370375, 774509.6595989699 1671436.2541838845, 774524.6673394267 1671486.91515005, 774517.7943105777 1671578.5081747994, 774561.9103011123 1671604.9285944356))"
1141,2021,2,"POLYGON ((773436.6247688523 1669799.616231411, 773340.6631240342 1669865.5998603331, 773358.9603303277 1669901.9045028496, 773401.9193799198 1669926.4264326706, 773473.1959383661 1669874.2183206987, 773436.6247688523 1669799.616231411))"
1142,2021,1,"POLYGON ((773759.9850616291 1669799.040344827, 773998.7225436519 1669823.3954316436, 774020.7611246919 1669768.8466768817, 773767.7529253833 1669732.0368164862, 773759.9850616291 1669799.040344827))"
1143,2021,3,"POLYGON ((772256.5839080088 1675171.6703382593, 772312.547380175 1675168.986806907, 772385.2727831926 1674996.6882834805, 772332.1440415864 1675006.6748285044, 772288.5944023486 1675103.1038348791, 772256.5839080088 1675171.6703382593))"
1144,2021,3,"POLYGON ((770753.4228742276 1676212.896229073, 770747.6890407444 1676330.7241908165, 770745.598224004 1676343.190595637, 771059.062962438 1676371.4139684716, 771080.4822048972 1676259.849028332, 770753.4228742276 1676212.896229073))"
1145,2021,3,"POLYGON ((769371.8976286029 1675300.900131625, 769381.9813072551 1675322.9823559078, 769445.3887344118 1675420.7118847284, 769498.423771505 1675504.8958938788, 769506.5215669919 1675514.2045084834, 769515.0776706391 1675517.7143202522, 769550.2193903292 1675512.9837572123, 769555.2969996736 1675508.0602601084, 769559.9344196927 1675495.7202582061, 769555.5675711753 1675446.0815242878, 769552.624091938 1675426.0128092498, 769541.3441377957 1675384.205072149, 769479.5731450005 1675346.5297802268, 769480.598661126 1675332.9411734564, 769468.7801174385 1675277.5914277562, 769371.8976286029 1675300.900131625))"
1146,2021,1,"POLYGON ((770127.6401360577 1678589.7695842013, 770092.7221282751 1678487.8438865235, 770078.1831972079 1678424.3373339064, 770055.9544397105 1678370.4612779212, 770049.0577847245 1678333.62134917, 770089.2539271746 1678315.5581843983, 770079.6456410838 1678203.6485095227, 770037.5168045061 1678219.8668711188, 769999.0659238782 1678266.0247538395, 769997.4400902636 1678303.607873567, 769987.5500236745 1678532.2325927513, 769993.1146378098 1678607.9466421448, 770127.6401360577 1678589.7695842013))"
1147,2021,3,"POLYGON ((770637.7187415322 1676359.6448825155, 770681.1200881577 1676346.444724278, 770679.669392561 1676336.4502167737, 770641.3234328094 1676194.3455909037, 770567.4155846199 1676197.1586085162, 770572.6001640798 1676226.0150312306, 770489.2807867858 1676249.0821498951, 770452.4539572981 1676252.5395100166, 770468.4384470454 1676271.4183391202, 770503.9724613441 1676277.783283197, 770510.2823182584 1676321.650015799, 770637.7187415322 1676359.6448825155))"
1148,2021,3,"POLYGON ((768594.0940477808 1675071.8501187789, 768589.477393601 1675212.0958956834, 768622.2183004469 1675221.2720379843, 768666.9405192295 1675221.3885884453, 768669.1429876327 1675163.8663573256, 768672.4416094176 1675149.3893526178, 768660.1170551286 1675103.7584120303, 768661.1060014977 1675064.5549902227, 768633.0346742871 1675071.763962769, 768594.0940477808 1675071.8501187789))"
1149,2021,3,"POLYGON ((770046.8600935193 1675229.9312550162, 770079.2954056594 1675587.419200233, 770129.8350340598 1675592.2343604267, 770099.0711321679 1675226.2630121626, 770046.8600935193 1675229.9312550162))"
1150,2021,1,"POLYGON ((768935.3808387241 1675874.6591725538, 768939.709329738 1675791.945329259, 768943.6356207968 1675718.8519912178, 768851.4317731248 1675713.819884136, 768832.8211677955 1675711.496861803, 768801.422588834 1675854.7994097779, 768935.3808387241 1675874.6591725538))"
1151,2021,2,"POLYGON ((769484.7865010111 1675345.0728999642, 769565.4844010132 1675386.7447999634, 769575.4062010129 1675384.0988999645, 769591.2813010139 1675355.6562999643, 769594.5886010134 1675339.781199964, 769533.0729010126 1675319.2760999643, 769493.3854010116 1675305.3853999644, 769484.7865010111 1675345.0728999642))"
1152,2021,1,"POLYGON ((769972.9510631592 1674333.8858462628, 769969.7562728939 1674503.0498420254, 769997.0057787816 1674514.7970798756, 770069.7121000001 1674527.2860696444, 770123.0342127657 1674541.8144386816, 770204.4554346589 1674562.8664434825, 770201.9851484082 1674552.0114343364, 770191.5549960659 1674508.7856971798, 770168.3514862009 1674418.7756180149, 770164.7043092994 1674396.5316008166, 770157.4717909181 1674320.9365482025, 769990.3568889563 1674322.2358592022, 769972.9510631592 1674333.8858462628))"
1153,2021,3,"POLYGON ((770641.3234328094 1676194.3455909037, 770679.669392561 1676336.4502167737, 770747.6890407444 1676330.7241908165, 770753.4228742276 1676212.896229073, 770750.673529488 1676077.04324724, 770695.137096614 1676076.5176837703, 770641.5032751707 1676072.4963205368, 770641.3234328094 1676194.3455909037))"
1154,2021,1,"POLYGON ((770849.2006392411 1676995.7580901457, 770838.2103750946 1677218.9982060576, 770900.750425811 1677211.0982726766, 770907.8406593197 1677007.5881636345, 770849.2006392411 1676995.7580901457))"
1155,2021,3,"POLYGON ((770714.6663589834 1677087.756190189, 770671.693123065 1677111.2421807197, 770677.6129153508 1677135.7094884322, 770673.6203121786 1677181.9181185775, 770635.6870757524 1677210.5745138347, 770571.9764246929 1677230.27621018, 770618.4280546625 1677307.338207123, 770727.1786849701 1677245.8657953376, 770714.6663589834 1677087.756190189))"
1156,2021,3,"POLYGON ((770568.9283747714 1677092.377327309, 770459.975317575 1677086.0080998982, 770455.3878199467 1677087.5354956388, 770433.2977486774 1677220.0962467517, 770571.9764246929 1677230.27621018, 770582.483014687 1677147.631374451, 770568.9283747714 1677092.377327309))"
1157,2021,1,"POLYGON ((770741.347407185 1676615.8162483654, 770584.4450811249 1676650.9504903841, 770585.9941037744 1676722.3558334052, 770586.0044018566 1676723.382434003, 770770.0096143815 1676716.2651390086, 770741.347407185 1676615.8162483654))"
1158,2021,1,"POLYGON ((769962.1505625127 1676681.6038693064, 770123.6160558774 1676648.8094016074, 770116.6769953063 1676606.2722845606, 770106.2720286195 1676504.4337581536, 769933.9443792151 1676541.1528703722, 769962.1505625127 1676681.6038693064))"
1159,2021,3,"POLYGON ((770117.0427305242 1676470.8602558514, 770111.0845962999 1676498.7503652354, 770119.7024692202 1676608.9343386358, 770359.2130942373 1676527.3226631829, 770478.4651490843 1676364.859804652, 770293.2142888163 1676414.0106227621, 770203.2073082692 1676443.0628374866, 770117.0427305242 1676470.8602558514))"
1160,2021,3,"POLYGON ((770271.953232214 1676103.0054184857, 770203.2073082692 1676443.0628374866, 770293.2142888163 1676414.0106227621, 770293.2143317405 1676381.4019039595, 770329.2475253975 1676138.4827041167, 770309.0759372935 1676114.446567226, 770271.953232214 1676103.0054184857))"
1161,2021,1,"POLYGON ((771182.8610402681 1676804.028359208, 771177.780772909 1677038.3884884529, 771165.5806897997 1677104.2285124357, 771207.5406953396 1677124.818572096, 771280.2210767202 1676824.7684820893, 771243.7110661787 1676812.608433465, 771182.8610402681 1676804.028359208))"
1162,2021,4,"POLYGON ((771371.8531488038 1676368.3145229665, 771403.8561751237 1676361.7789556666, 771427.0659731082 1676367.656385419, 771441.7658483909 1676227.4754211642, 771321.4728049303 1676201.5946690326, 771312.7377435442 1676339.6312389744, 771312.3607381298 1676345.589142009, 771365.3885628711 1676349.747304814, 771371.8531488038 1676368.3145229665))"
1163,2021,3,"POLYGON ((770824.6987734099 1677395.811092359, 770863.6802877595 1677486.5568887105, 770915.0890816126 1677455.8451691172, 770919.7011339255 1677387.5911956213, 770854.7106988076 1677385.004620231, 770824.6987734099 1677395.811092359))"
1164,2021,3,"POLYGON ((770757.0529203538 1676352.904714293, 770968.431782384 1676490.0947340264, 771052.3072677795 1676458.6888113457, 771055.9125558696 1676377.3036683116, 770757.0529203538 1676352.904714293))"
1165,2021,3,"POLYGON ((769851.3282611703 1675429.8760499856, 769891.1981318113 1675471.7542195374, 769920.3969137203 1675504.5104717582, 769973.281496246 1675541.6980533379, 769931.4904106858 1675244.764832793, 769912.4892017867 1675247.3766128428, 769851.3282611703 1675429.8760499856))"
1166,2021,3,"POLYGON ((769659.522245418 1676842.77875228, 769626.8012166233 1676949.3789768817, 769767.6415171282 1676923.9276215471, 769852.9995879601 1676907.6432088937, 769865.5204887164 1676819.4514721169, 769666.5647671418 1676831.683853915, 769659.522245418 1676842.77875228))"
1167,2021,1,"POLYGON ((762249.7709008716 1682633.5832999682, 762296.0729008727 1682636.2291999685, 762319.224000874 1682656.072999969, 762343.6979008728 1682637.5520999692, 762353.6198008733 1682619.0312999687, 762377.4323008738 1682599.8489999685, 762456.8073008754 1682595.8801999686, 762454.1615008756 1682513.1978999693, 762380.078100876 1682521.796899968, 762369.4948008738 1682504.5989999685, 762284.1667008724 1682516.5051999686, 762248.4479008715 1682570.7447999693, 762249.7708008733 1682622.9999999688, 762249.7709008716 1682633.5832999682))"
1168,2021,1,"POLYGON ((764904.9577001843 1677529.5764000244, 764802.1933001676 1677818.6107000164, 764950.1692002082 1677889.9130000193, 764979.2381001626 1677813.9002000215, 765076.9536001182 1677589.0826000164, 764904.9577001843 1677529.5764000244))"
1169,2021,4,"POLYGON ((766455.5884187827 1680106.307914185, 766458.0483395703 1680175.3363558978, 766454.3161528588 1680255.0018967704, 766513.6279109798 1680230.8657493696, 766571.1881867939 1680191.158891242, 766595.1076180863 1680175.808209309, 766583.5372994083 1680095.6943510901, 766510.7468501707 1680104.2776746287, 766455.5884187827 1680106.307914185))"
1170,2021,1,"POLYGON ((765023.9425125906 1685117.8513857457, 765061.6022902996 1685294.970684025, 765115.6584214588 1685305.546592026, 765189.3758235656 1685307.4885087223, 765277.3112225316 1685287.892562491, 765250.3797512853 1685207.6547745843, 765229.2535155568 1685117.8510319553, 765023.9425125906 1685117.8513857457))"
1171,2021,3,"POLYGON ((770389.8464967544 1680427.9995209964, 770377.9865545393 1680372.2994762799, 770159.9364186481 1680389.4792390142, 770164.4364044226 1680402.9492516394, 770189.9163023987 1680500.9693354988, 770414.3164386197 1680486.3295814171, 770389.8464967544 1680427.9995209964))"
1172,2021,3,"POLYGON ((767927.1647400691 1680802.5869540153, 767940.0247508477 1680798.0769659025, 768214.3849062265 1680787.837268243, 768264.5649386514 1680786.1573237393, 768256.8350815345 1680655.407241615, 768140.9550229255 1680654.0271106635, 767977.0449260717 1680658.9369292895, 767979.4849790663 1680615.7569077963, 767942.8349243067 1680647.8168846935, 767921.604901251 1680654.8168647499, 767927.1647400691 1680802.5869540153))"
1173,2021,3,"POLYGON ((759813.0625008221 1673714.947916688, 759875.9010425557 1673716.270833356, 759876.5625008882 1673757.9427083982, 759969.8281259849 1673797.6302084385, 760088.8906261082 1673837.3177084785, 760090.2135427764 1673824.088541799, 760073.0156260917 1673816.8125001255, 760067.7239594199 1673761.9114584024, 760023.4062510403 1673740.744791714, 759957.2604176388 1673711.6406250177, 759890.4531259018 1673677.2447916495, 759824.3072925006 1673642.1874999476, 759813.0625008221 1673714.947916688))"
1174,2021,4,"POLYGON ((766455.5884187827 1680106.307914185, 766510.7468501707 1680104.2776746287, 766583.5372994083 1680095.6943510901, 766580.9805117062 1680083.1531411398, 766615.8078402309 1680077.6188769676, 766602.921269556 1680040.851741737, 766468.7329894335 1680045.0656941843, 766455.5884187827 1680106.307914185))"
1175,2021,3,"POLYGON ((768173.8554729847 1680269.4069311796, 768189.325150508 1680566.6371159242, 768380.3952609827 1680552.0073223806, 768339.0054101683 1680405.297193384, 768304.5155192758 1680290.7970901022, 768173.8554729847 1680269.4069311796))"
1176,2021,3,"POLYGON ((768151.9995207671 1675588.0194220082, 768142.6742216805 1675672.5360608066, 768329.515068494 1675717.793097609, 768336.8452451869 1675661.5144731721, 768318.3639324305 1675658.5185505254, 768320.5005835593 1675611.6919255932, 768315.4223831738 1675611.184919607, 768205.3952429292 1675595.2710863878, 768206.8000528283 1675589.932684887, 768151.9995207671 1675588.0194220082))"
1177,2021,1,"POLYGON ((764566.637900206 1677316.5838000237, 764758.7183002176 1676925.583400023, 764693.7512001572 1676913.9350000245, 764624.2624001267 1676897.7903000182, 764502.4537001713 1676862.2647000193, 764446.0624001259 1677177.6006000247, 764470.2781002156 1677183.1525000208, 764513.2711002141 1677296.8861000198, 764566.637900206 1677316.5838000237))"
1178,2021,1,"POLYGON ((769915.0510658821 1672803.6045763067, 769961.2040590724 1672392.2269839346, 769803.0859856611 1672466.1499484782, 769728.2044434554 1672470.453966128, 769732.2616824713 1672522.740301822, 769726.4861147909 1672669.0055823312, 769722.6987960064 1672770.580638413, 769745.1135338568 1672836.8269032077, 769915.0510658821 1672803.6045763067))"
1179,2021,2,"POLYGON ((767067.2257129473 1680224.355464566, 767112.4350855674 1680273.6491430209, 767130.9929251978 1680244.1683471112, 767168.8789815909 1680220.0139760037, 767164.4661094348 1680193.3110560032, 767176.5573421356 1680169.559256127, 767164.9972812776 1680130.1544209402, 767092.3417508733 1680205.2639819365, 767067.2257129473 1680224.355464566))"
1180,2021,3,"POLYGON ((759672.085846538 1672954.0529066364, 759733.2830406295 1672953.619452115, 759717.9490432139 1672881.1605404532, 759716.6177284382 1672787.1576717896, 759736.3081860588 1672786.2673537615, 759731.3031521941 1672713.3686268963, 759730.2251570458 1672596.3419953915, 759716.6754022117 1672576.7088686617, 759690.0015997993 1672586.7108659702, 759657.6030327743 1672598.9746975533, 759672.085846538 1672954.0529066364))"
1181,2021,3,"POLYGON ((766852.0239022011 1679861.4996187123, 766532.9564562945 1679840.8278504026, 766549.1188892457 1679910.8769081424, 766851.1746132784 1679943.0030639193, 766853.0877489066 1679912.503748801, 766852.0239022011 1679861.4996187123))"
1182,2021,3,"POLYGON ((767888.1641697286 1681293.8571855873, 767911.1841766344 1681291.877210215, 767948.1142050636 1681285.867248332, 767918.2444546137 1681046.9470809968, 767897.8944004843 1681087.2370807694, 767886.8243668833 1681109.6670808734, 767888.1641697286 1681293.8571855873))"
1183,2021,3,"POLYGON ((766973.7522344128 1678377.2794103231, 766972.0919921101 1678682.4006828598, 767044.5158958297 1678717.4942840263, 767054.5017903501 1678719.746496406, 767072.7809526726 1678584.1197394386, 767081.4924538312 1678496.1893989334, 767081.0534062828 1678454.6732747639, 767078.7608417288 1678422.1573536107, 767057.2675190154 1678336.8264806387, 767001.3011710152 1678355.422728632, 766973.7522344128 1678377.2794103231))"
1184,2021,2,"POLYGON ((768320.13588608 1673747.51933076, 768316.8489692952 1673765.8962379757, 768364.5924696722 1673784.511302769, 768437.6170830352 1673807.5478987556, 768439.0399221028 1673772.750479786, 768320.13588608 1673747.51933076))"
1185,2021,1,"POLYGON ((767333.6501718124 1675664.013346004, 767201.8565168111 1675644.5356866613, 767168.9279061661 1675911.893805685, 767303.8598710084 1675919.8975617571, 767313.2170035806 1675839.5271015996, 767321.7286953265 1675766.4183254093, 767325.5600937158 1675733.453377481, 767329.2001244366 1675702.1633632458, 767333.6501718124 1675664.013346004))"
1186,2021,1,"POLYGON ((762372.7828114391 1680713.9035546584, 762346.0709207358 1680914.0937301202, 762411.1440908617 1680935.6685418275, 762491.6226431344 1680955.982950725, 762511.9861190647 1680714.384793775, 762372.7828114391 1680713.9035546584))"
1187,2021,3,"POLYGON ((763859.8733001419 1683336.2015000249, 763878.5553001737 1683390.1780000152, 764161.3943001865 1683287.5384000177, 764138.9453001914 1683232.192400025, 764062.0017001104 1683255.874800018, 763995.3821001304 1683161.2776000164, 763859.8733001419 1683336.2015000249))"
1188,2021,1,"POLYGON ((760077.533772442 1675916.4465904476, 760137.3195549431 1675926.2954278053, 760236.5582442993 1675927.3918096912, 760286.6695810215 1675781.2610224057, 760165.7646804999 1675706.9704446853, 760077.533772442 1675916.4465904476))"
1189,2021,3,"POLYGON ((772059.5112070986 1681297.022404258, 771821.0362127032 1681274.1168199566, 771821.4697387513 1681279.7357795243, 771831.020468488 1681403.5216033596, 771834.7844453701 1681424.205719158, 771852.6676629891 1681420.8210376753, 771907.8222067609 1681408.2224934679, 772074.286089747 1681411.0055846137, 772059.5112070986 1681297.022404258))"
1190,2021,3,"POLYGON ((768940.7181492795 1681632.1305576484, 768794.3119991327 1681613.154482308, 768778.1199360914 1681662.4360915644, 768785.3843718165 1681721.4217325915, 768795.6663461246 1681746.9634583592, 768855.7837359003 1681696.131197711, 768933.5904317955 1681646.5993577207, 768940.7181492795 1681632.1305576484))"
1191,2021,3,"POLYGON ((765903.7381014273 1679668.3889504736, 765869.2520939335 1679744.5361551705, 765865.4805777406 1679761.9863609348, 765893.9199663268 1679786.5281065404, 765933.7963827618 1679790.208353063, 766027.0848581528 1679772.6177471634, 766095.9968569088 1679537.4509905928, 766080.3317474927 1679534.468271359, 765942.9239870477 1679519.7923097892, 765925.3969883536 1679515.4369878417, 765895.2182730071 1679512.9074527484, 765915.0456327719 1679552.0303969728, 765920.0618100109 1679579.5079182272, 765927.4407765572 1679615.3778468533, 765926.8451594724 1679625.7252519901, 765903.7381014273 1679668.3889504736))"
1192,2021,2,"POLYGON ((763146.1614001971 1683784.3161000148, 763324.3848001149 1683819.5913000233, 763326.8090001917 1683776.8580000233, 763159.0147001746 1683742.9916000166, 763108.9728001908 1683724.783700024, 763102.6454001367 1683776.6631000147, 763146.1614001971 1683784.3161000148))"
1193,2021,1,"POLYGON ((766693.7778156117 1678338.6925747956, 766759.8342519458 1678345.1056524517, 766799.9805717578 1678340.8596948716, 766854.721093274 1678348.2735603675, 766914.9047413368 1678337.5341216289, 766973.2975441488 1678370.0852057303, 766998.9425766519 1678348.7850221787, 767056.196133504 1678331.5662765242, 767072.8494489522 1678320.8969890159, 767103.6836596652 1678241.4050781073, 767017.0227606469 1678279.3525026536, 766894.0139928902 1678278.942064661, 766710.3749170285 1678261.0311489445, 766693.7778156117 1678338.6925747956))"
1194,2021,3,"POLYGON ((767137.0438815288 1680293.8953820507, 767261.9207439696 1680294.128821949, 767280.4431637981 1680196.631187704, 767260.8293605364 1680190.8690624973, 767228.7654362519 1680196.650629842, 767192.7107227197 1680194.6338883643, 767188.6723880171 1680224.0207004345, 767165.3779297924 1680258.4708937104, 767146.0022288617 1680257.1047713303, 767129.6720886901 1680281.930167028, 767137.0438815288 1680293.8953820507))"
1195,2021,1,"POLYGON ((767514.1857697996 1678607.3327475395, 767372.5599899265 1678607.8825889782, 767351.0374931701 1678600.174660522, 767341.5232758214 1678699.0472062777, 767485.0201197976 1678727.696683522, 767514.6731497366 1678629.721160917, 767514.1857697996 1678607.3327475395))"
1196,2021,1,"POLYGON ((768481.5826358119 1675824.4158311554, 768502.2686631742 1675724.7625964785, 768414.5898261131 1675716.8867930768, 768400.4839419995 1675784.9972168528, 768395.812507031 1675813.1235279492, 768481.5826358119 1675824.4158311554))"
1197,2021,1,"POLYGON ((765324.277701078 1680732.8837402053, 765032.8525657137 1680754.3094203554, 765040.6201702463 1680797.4545531387, 765059.9074295778 1680848.3237994756, 765178.2698132431 1680843.1408156124, 765238.0759090674 1680839.481958221, 765328.5094099734 1680833.697652523, 765324.277701078 1680732.8837402053))"
1198,2021,3,"POLYGON ((768218.6306289991 1681249.0893071601, 768268.9250275579 1681241.809983958, 768268.7721677772 1681211.7744670468, 768287.794896577 1680836.7073782384, 768206.8351866591 1680875.0320633976, 768218.6306289991 1681249.0893071601))"
1199,2021,3,"POLYGON ((771651.9315632966 1681272.0530310716, 771642.5234437794 1681157.366351607, 771636.7556628896 1681053.5259871366, 771549.6983181355 1681052.6606876033, 771567.0000365411 1681246.4406645023, 771651.9315632966 1681272.0530310716))"
1200,2021,1,"POLYGON ((767345.6990483933 1676584.6883949717, 767250.6701186092 1676561.6560749344, 767232.2689034477 1676656.9453095521, 767196.4251662323 1676762.017430189, 767235.0168612826 1676785.8543872812, 767264.5457359073 1676734.534790715, 767345.6990483933 1676584.6883949717))"
1201,2021,3,"POLYGON ((769618.0421980749 1681657.322301213, 769779.9493155854 1681652.1619900563, 769762.8976868424 1681498.649564369, 769644.5157553218 1681517.9224628746, 769618.0421980749 1681657.322301213))"
1202,2021,3,"POLYGON ((768447.7294134444 1675477.230790661, 768434.7212154304 1675379.1670187262, 768421.0209474596 1675255.3990309564, 768407.3897263634 1675180.1910716253, 768320.7927851811 1675170.6839684015, 768338.0149582702 1675292.101658808, 768356.2646642972 1675476.520387148, 768377.5234636473 1675480.6625134298, 768447.7294134444 1675477.230790661))"
1203,2021,3,"POLYGON ((768336.8452451869 1675661.5144731721, 768515.0095540447 1675650.9977678692, 768502.2686631742 1675724.7625964785, 768481.5826358119 1675824.4158311554, 768519.0884591336 1675828.7438760467, 768570.131639402 1675603.0543020978, 768522.3078179555 1675595.286943591, 768522.2111293543 1675585.4048377217, 768466.5649925931 1675592.2685789992, 768464.7460848611 1675597.1654797748, 768320.5005835593 1675611.6919255932, 768318.3639324305 1675658.5185505254, 768336.8452451869 1675661.5144731721))"
1204,2021,1,"POLYGON ((766553.325000952 1681620.045799965, 766568.5417009541 1681783.754099966, 766637.3333009537 1681764.704199966, 766668.0250009554 1681797.5124999657, 766734.7000009571 1681771.0540999656, 766698.7167009553 1681676.8624999654, 766774.9167009566 1681645.1124999665, 766776.9042009562 1681565.012499966, 766678.4792009552 1681598.8791999656, 766672.3875009548 1681586.179199966, 766553.325000952 1681620.045799965))"
1205,2021,1,"POLYGON ((764550.4989908682 1680242.617892749, 764782.2299763169 1680258.4034910158, 764800.604619635 1680163.9542421883, 764578.6630455088 1680157.1356050866, 764550.4989908682 1680242.617892749))"
1206,2021,1,"POLYGON ((766630.2021430638 1683371.351468952, 766720.2086435971 1683368.943323636, 766711.7611156874 1683336.6303005805, 766712.1649409547 1683291.686216306, 766630.3620412746 1683281.677403276, 766630.2021430638 1683371.351468952))"
